Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,546.250000,557.700012,546.250000,550.549988,545.193420,7026398
2016-08-02,552.000000,555.599976,547.099976,549.650024,544.302185,5749264
2016-08-03,549.650024,552.950012,540.849976,549.349976,544.005066,6489800
2016-08-04,551.900024,556.000000,544.650024,547.500000,542.173096,5769753
2016-08-05,552.400024,569.000000,550.549988,567.250000,561.730957,8030392
2016-08-08,568.450012,572.400024,565.250000,571.150024,565.593018,7360104
2016-08-09,570.500000,576.000000,566.700012,574.099976,568.514282,7958291
2016-08-10,574.049988,575.299988,563.000000,567.900024,562.374634,6611328
2016-08-11,564.250000,574.900024,564.250000,569.750000,564.206604,5098948
2016-08-12,569.849976,593.200012,569.799988,591.000000,585.249878,13209690
2016-08-16,593.950012,593.950012,580.000000,583.299988,577.624756,11126973
2016-08-17,588.200012,598.000000,585.200012,589.500000,583.764465,9879769
2016-08-18,591.099976,597.299988,590.799988,593.150024,587.378967,12089285
2016-08-19,595.400024,597.599976,586.099976,588.549988,582.823669,9209878
2016-08-22,589.900024,589.950012,579.400024,580.250000,574.604431,9499230
2016-08-23,581.250000,585.000000,580.099976,582.500000,576.832581,6963978
2016-08-24,584.849976,584.849976,578.650024,583.400024,577.723816,5835501
2016-08-25,586.799988,594.000000,585.000000,586.549988,580.843140,17177795
2016-08-26,586.500000,589.000000,580.299988,586.400024,580.694641,7531289
2016-08-29,586.400024,597.000000,586.000000,589.150024,583.417908,12461059
2016-08-30,592.000000,599.250000,588.549988,591.150024,585.398438,11834475
2016-08-31,591.500000,603.849976,580.700012,596.849976,591.042908,120541914
2016-09-01,597.049988,603.000000,592.000000,596.650024,590.844910,10204784
2016-09-02,597.700012,602.000000,594.250000,599.200012,593.370117,7279782
2016-09-06,602.500000,637.799988,602.500000,635.900024,629.713013,15252302
2016-09-07,637.750000,638.299988,622.500000,625.099976,619.018066,11869960
2016-09-08,626.000000,634.000000,619.750000,629.349976,623.226685,8039571
2016-09-09,615.099976,624.700012,611.700012,613.099976,607.134827,9795054
2016-09-12,597.799988,601.849976,588.400024,592.099976,586.339111,8471237
2016-09-14,593.000000,604.650024,590.450012,601.799988,595.944763,5915220
2016-09-15,601.049988,603.000000,583.299988,588.750000,583.021729,7145326
2016-09-16,592.250000,612.400024,592.250000,602.200012,596.340881,19309804
2016-09-19,603.000000,606.000000,592.849976,594.349976,588.567261,5311980
2016-09-20,598.799988,599.000000,589.150024,592.950012,587.180908,4538973
2016-09-21,596.500000,600.349976,594.500000,598.900024,593.072998,5480087
2016-09-22,610.000000,612.000000,590.000000,591.799988,586.042053,10205715
