Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,89.000000,94.949997,88.099998,90.800003,88.055908,8629
2016-08-02,91.150002,91.199997,88.000000,89.949997,87.231590,2633
2016-08-03,90.949997,90.949997,82.000000,85.900002,83.303993,3742
2016-08-04,85.300003,87.000000,83.099998,83.449997,80.928032,1340
2016-08-05,86.800003,86.800003,83.099998,84.750000,82.188744,1256
2016-08-08,83.000000,83.500000,75.500000,79.150002,76.757988,11867
2016-08-09,82.300003,86.250000,76.300003,79.449997,77.048920,3827
2016-08-10,78.099998,79.949997,75.699997,76.400002,74.091095,2490
2016-08-11,79.500000,83.000000,73.400002,74.050003,71.812119,5206
2016-08-12,75.000000,78.800003,74.099998,74.800003,72.539452,830
2016-08-16,83.000000,83.000000,76.099998,76.750000,74.430519,4123
2016-08-17,74.000000,80.000000,74.000000,76.000000,73.703186,2662
2016-08-18,null,null,null,null,null,null
2016-08-19,75.000000,77.500000,75.000000,75.599998,73.315269,1492
2016-08-22,78.599998,80.000000,73.050003,78.949997,76.564026,6560
2016-08-23,79.400002,79.400002,75.500000,76.550003,74.236565,1358
2016-08-24,75.150002,77.250000,75.000000,76.800003,74.479012,3616
2016-08-25,76.800003,81.449997,75.550003,80.050003,77.630791,8523
2016-08-26,80.849998,80.949997,78.250000,78.650002,76.273094,2986
2016-08-29,80.500000,80.500000,78.000000,78.150002,75.788208,3807
2016-08-30,79.099998,80.750000,78.000000,78.550003,76.176125,8031
2016-08-31,79.099998,79.699997,79.000000,79.699997,77.291359,900
2016-09-01,79.699997,79.699997,79.699997,79.699997,77.291359,0
2016-09-02,77.000000,79.000000,77.000000,77.449997,75.109360,1340
2016-09-06,78.800003,78.800003,75.050003,75.150002,72.878876,5843
2016-09-07,74.500000,77.449997,74.500000,75.449997,73.169800,7178
2016-09-08,78.500000,81.500000,75.050003,77.300003,74.963898,2407
2016-09-09,78.000000,78.800003,75.500000,77.000000,74.672958,808
2016-09-12,75.500000,78.750000,75.050003,76.000000,73.703186,383
2016-09-14,75.000000,77.949997,75.000000,75.500000,73.218292,3043
2016-09-15,75.650002,77.750000,75.599998,77.750000,75.400291,2198
2016-09-16,80.250000,80.250000,76.500000,77.699997,75.351807,2056
2016-09-19,80.800003,81.500000,76.300003,77.250000,74.915405,1509
2016-09-20,76.550003,78.949997,76.349998,76.800003,74.479012,1676
2016-09-21,76.199997,76.199997,76.150002,76.150002,73.848648,200
2016-09-22,77.000000,83.800003,76.500000,80.900002,78.455101,7496
2016-09-23,81.250000,82.250000,77.099998,79.349998,76.951942,10210
2016-09-26,81.750000,81.750000,78.500000,80.000000,77.582298,127
2016-09-27,78.000000,79.500000,78.000000,78.400002,76.030655,3944
2016-09-28,78.000000,79.900002,76.250000,77.050003,74.721451,4894
2016-09-29,80.000000,80.000000,70.150002,71.500000,69.339180,8993
2016-09-30,74.949997,77.300003,72.800003,73.000000,70.793846,3863
2016-10-03,74.000000,77.949997,74.000000,75.500000,73.218292,2477
2016-10-04,75.250000,78.849998,75.250000,76.000000,73.703186,9591
2016-10-05,75.500000,78.849998,75.500000,76.099998,73.800156,5363
2016-10-06,76.500000,77.500000,75.599998,77.500000,75.157852,2279
2016-10-07,77.000000,78.449997,75.099998,77.449997,75.109360,6795
2016-10-10,78.500000,78.500000,76.349998,76.500000,74.188072,823
2016-10-13,73.599998,78.900002,73.500000,74.449997,72.200020,965
2016-10-14,74.949997,76.000000,74.949997,75.849998,73.557716,1756
2016-10-17,78.449997,78.449997,75.050003,75.050003,72.781898,210
2016-10-18,78.750000,78.750000,75.550003,76.449997,74.139580,1719
2016-10-19,77.000000,83.000000,77.000000,80.000000,77.582298,5709
2016-10-20,82.000000,82.000000,78.599998,81.800003,79.327904,1200
2016-10-21,78.599998,82.400002,78.599998,79.900002,77.485321,1080
2016-10-24,80.000000,85.900002,80.000000,81.849998,79.376389,8050
2016-10-25,82.000000,82.900002,82.000000,82.400002,79.909767,1422
2016-10-26,82.000000,89.500000,81.000000,85.650002,83.061546,25416
2016-10-27,84.949997,85.699997,84.000000,84.500000,81.946304,17978
2016-10-28,84.000000,84.449997,83.099998,83.500000,80.976524,3364
2016-11-01,83.900002,87.250000,83.900002,84.300003,81.752350,8458
2016-11-02,84.300003,84.500000,81.500000,83.949997,81.412918,2030
2016-11-03,83.949997,84.000000,83.000000,83.000000,80.491631,612
2016-11-04,81.000000,81.699997,77.099998,78.300003,75.933678,3090
2016-11-07,81.400002,82.699997,81.000000,82.500000,80.006744,2202
2016-11-08,82.000000,82.000000,78.800003,81.199997,78.746025,2053
2016-11-09,84.400002,84.400002,67.000000,75.400002,73.121315,21523
2016-11-10,81.900002,81.900002,75.000000,77.550003,75.206345,4089
2016-11-11,78.000000,78.000000,74.000000,75.650002,73.363762,1714
2016-11-15,73.349998,76.849998,69.699997,69.699997,67.593575,851
2016-11-16,67.000000,73.949997,67.000000,69.750000,67.642067,8094
2016-11-17,68.050003,71.949997,68.000000,71.050003,68.902779,2621
2016-11-18,70.300003,70.300003,70.300003,70.300003,68.175446,1
2016-11-21,70.300003,71.949997,67.599998,67.900002,65.847977,265
2016-11-22,72.000000,72.000000,66.000000,70.949997,68.805794,396
2016-11-23,66.000000,72.900002,66.000000,72.000000,69.824066,434
2016-11-24,68.500000,74.500000,68.500000,69.349998,67.254150,1529
2016-11-25,70.000000,74.500000,69.550003,71.500000,69.339180,6339
2016-11-28,73.500000,74.000000,70.699997,72.750000,70.551399,3730
2016-11-29,85.000000,85.000000,73.000000,73.750000,71.521179,2706
2016-11-30,72.150002,75.750000,72.150002,75.400002,73.121315,16
2016-12-01,75.400002,75.400002,75.400002,75.400002,73.121315,0
2016-12-02,76.949997,76.949997,71.699997,72.750000,70.551399,21
2016-12-05,72.449997,72.449997,72.050003,72.150002,69.969536,451
2016-12-06,71.500000,77.849998,71.500000,73.599998,71.375710,1253
2016-12-07,76.449997,76.449997,73.000000,73.000000,70.793846,2824
2016-12-08,78.400002,78.400002,72.199997,73.349998,71.133270,3250
2016-12-09,75.000000,76.949997,74.000000,76.500000,74.188072,3121
2016-12-12,73.400002,75.949997,73.400002,74.250000,72.006073,1682
2016-12-13,72.500000,75.800003,72.500000,75.800003,73.509232,2303
2016-12-14,72.800003,80.000000,72.500000,73.300003,71.084785,68
2016-12-15,73.050003,76.800003,73.050003,75.199997,72.927353,5171
2016-12-16,74.500000,76.800003,74.300003,75.000000,72.733406,950
2016-12-19,77.650002,77.650002,73.099998,73.099998,70.890823,42
2016-12-20,75.750000,75.750000,72.050003,73.949997,71.715134,2178
2016-12-21,75.900002,75.900002,72.250000,72.250000,70.066513,210
2016-12-22,72.000000,74.650002,72.000000,74.400002,72.151535,180
2016-12-23,72.000000,75.000000,72.000000,72.250000,70.066513,3360
2016-12-26,70.150002,70.150002,70.000000,70.000000,67.884514,193
2016-12-27,70.750000,72.000000,70.750000,72.000000,69.824066,105
2016-12-28,69.099998,78.000000,69.099998,72.900002,70.696869,5647
2016-12-29,73.750000,73.750000,73.000000,73.000000,70.793846,2
2016-12-30,75.900002,75.900002,73.599998,73.599998,71.375710,1355
2017-01-02,74.000000,79.000000,74.000000,77.550003,75.206345,1778
2017-01-03,85.000000,85.000000,75.000000,77.099998,74.769936,22851
2017-01-04,77.150002,79.900002,77.099998,78.199997,75.836693,3850
2017-01-05,79.000000,79.000000,77.000000,78.949997,76.564026,1319
2017-01-06,79.000000,79.000000,76.000000,76.599998,74.285049,1611
2017-01-09,79.699997,80.000000,77.000000,78.750000,76.370071,2521
2017-01-10,78.900002,79.000000,78.099998,79.000000,76.612518,4843
2017-01-11,76.599998,83.000000,76.599998,80.250000,77.824745,3926
2017-01-12,83.000000,83.000000,78.250000,78.250000,75.885185,1529
2017-01-13,80.949997,83.500000,80.500000,82.750000,80.249191,15201
2017-01-16,86.099998,86.500000,83.900002,84.449997,81.897812,6891
2017-01-17,87.800003,87.800003,84.250000,84.949997,82.382698,1276
2017-01-18,83.500000,84.550003,83.500000,83.500000,80.976524,8344
2017-01-19,85.099998,85.099998,82.000000,82.449997,79.958252,6282
2017-01-20,81.400002,82.750000,80.050003,82.550003,80.055237,578
2017-01-23,80.000000,81.500000,79.400002,80.349998,77.921715,355
2017-01-24,81.300003,83.199997,81.000000,81.500000,79.036964,1759
2017-01-25,83.099998,84.000000,80.300003,83.550003,81.025017,1975
2017-01-27,83.000000,84.199997,82.050003,82.449997,79.958252,3358
2017-01-30,83.750000,83.750000,81.400002,82.050003,79.570343,2096
2017-01-31,80.099998,82.699997,78.099998,79.300003,76.903458,1136
2017-02-01,81.349998,82.000000,78.000000,80.800003,78.358124,3546
2017-02-02,79.550003,80.000000,79.550003,80.000000,77.582298,520
2017-02-03,80.199997,81.400002,75.500000,77.500000,75.157852,9417
