Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,229.800003,235.000000,226.350006,234.149994,234.149994,70774
2016-08-02,232.949997,237.000000,226.550003,235.750000,235.750000,105951
2016-08-03,237.000000,247.000000,227.000000,244.199997,244.199997,104880
2016-08-04,248.000000,268.600006,247.050003,268.600006,268.600006,86657
2016-08-05,279.000000,312.000000,275.000000,303.549988,303.549988,541375
2016-08-08,301.899994,321.000000,289.600006,308.299988,308.299988,428190
2016-08-09,306.000000,313.000000,296.649994,302.850006,302.850006,107174
2016-08-10,305.000000,311.700012,298.649994,302.600006,302.600006,130427
2016-08-11,305.000000,311.000000,301.000000,306.000000,306.000000,150009
2016-08-12,307.149994,309.500000,297.000000,300.100006,300.100006,50403
2016-08-16,302.950012,307.750000,295.500000,298.850006,298.850006,101657
2016-08-17,299.000000,304.950012,293.000000,297.500000,297.500000,39224
2016-08-18,302.700012,330.000000,296.299988,303.149994,303.149994,52144
2016-08-19,302.200012,363.750000,300.250000,359.899994,359.899994,613837
2016-08-22,356.750000,362.250000,337.299988,341.049988,341.049988,310266
2016-08-23,337.000000,378.799988,317.049988,336.549988,336.549988,615240
2016-08-24,336.600006,345.850006,328.750000,336.750000,336.750000,133516
2016-08-25,335.100006,390.000000,331.000000,339.149994,339.149994,180696
2016-08-26,335.049988,340.500000,320.950012,328.600006,328.600006,126255
2016-08-29,328.700012,394.299988,328.700012,394.100006,394.100006,979591
2016-08-30,399.000000,414.399994,373.750000,380.250000,380.250000,750542
2016-08-31,377.100006,382.200012,368.549988,374.350006,374.350006,185674
2016-09-01,377.299988,381.000000,370.049988,377.700012,377.700012,155070
2016-09-02,380.000000,417.000000,380.000000,390.549988,390.549988,345225
2016-09-06,390.000000,410.000000,386.200012,409.149994,409.149994,276461
2016-09-07,411.000000,423.200012,410.000000,420.200012,420.200012,223603
2016-09-08,423.950012,504.200012,417.049988,490.100006,490.100006,481749
2016-09-09,468.000000,486.850006,441.100006,441.100006,441.100006,133370
2016-09-12,415.100006,420.000000,397.000000,397.000000,397.000000,116695
2016-09-14,395.000000,412.399994,366.250000,403.950012,403.950012,149650
2016-09-15,392.000000,407.000000,369.500000,380.649994,380.649994,117629
2016-09-16,387.649994,393.000000,365.000000,374.000000,374.000000,88632
2016-09-19,374.850006,374.850006,355.299988,355.299988,355.299988,12618
2016-09-20,337.549988,337.549988,337.549988,337.549988,337.549988,3194
2016-09-21,320.700012,320.700012,320.700012,320.700012,320.700012,3137
2016-09-22,304.700012,319.000000,304.700012,304.700012,304.700012,58691
2016-09-23,289.500000,289.500000,289.500000,289.500000,289.500000,11311
2016-09-26,275.049988,275.049988,275.049988,275.049988,275.049988,1394
2016-09-27,261.299988,261.299988,261.299988,261.299988,261.299988,782
2016-09-28,248.250000,248.250000,248.250000,248.250000,248.250000,547
2016-09-29,235.850006,235.850006,235.850006,235.850006,235.850006,751
2016-09-30,225.500000,225.500000,224.100006,224.100006,224.100006,248
2016-10-03,212.899994,212.899994,212.899994,212.899994,212.899994,5982
2016-10-04,202.300003,202.300003,202.300003,202.300003,202.300003,1170
2016-10-05,192.199997,192.199997,192.199997,192.199997,192.199997,1491
2016-10-06,182.600006,182.600006,182.600006,182.600006,182.600006,631
2016-10-07,173.500000,173.500000,173.500000,173.500000,173.500000,5945
2016-10-10,165.899994,165.899994,164.850006,164.850006,164.850006,7283
2016-10-13,156.649994,156.649994,156.649994,156.649994,156.649994,892
2016-10-14,148.850006,148.850006,148.850006,148.850006,148.850006,1366
2016-10-17,141.449997,141.449997,141.449997,141.449997,141.449997,45815
2016-10-18,144.300003,148.500000,140.000000,148.500000,148.500000,84733
2016-10-19,155.899994,155.899994,155.000000,155.899994,155.899994,36449
2016-10-20,163.649994,163.649994,163.000000,163.649994,163.649994,14164
2016-10-21,171.800003,171.800003,157.750000,171.750000,171.750000,168323
2016-10-24,174.000000,180.300003,172.199997,180.300003,180.300003,50848
2016-10-25,187.000000,189.300003,187.000000,189.300003,189.300003,43549
2016-10-26,198.000000,198.750000,193.000000,198.750000,198.750000,91440
